trisk,df,logLik,AIC,BIC,Method,Cancer,Age,Sex,Stratification,Adjustment,Database
101206.64383561644,1,-14658.267744325907,29318.535488651814,29326.34636737262,Exponential,Prostate,60 to 69,Male,Age,None,CPRD_GOLD
101206.64383561644,2,-14654.053307245937,29312.106614491873,29327.72837193348,Log-logistic,Prostate,60 to 69,Male,Age,None,CPRD_GOLD
101206.64383561644,2,-14735.67910090669,29475.35820181338,29490.979959254986,Log-normal,Prostate,60 to 69,Male,Age,None,CPRD_GOLD
101206.64383561644,3,-14640.614005000123,29287.228010000246,29310.660646162658,Generalised Gamma,Prostate,60 to 69,Male,Age,None,CPRD_GOLD
101206.64383561644,3,-14640.500772492775,29287.00154498555,29310.43418114796,Spline (1 knot),Prostate,60 to 69,Male,Age,None,CPRD_GOLD
101206.64383561644,5,-14621.240632675188,29252.481265350376,29291.53565895439,Spline (3 knots),Prostate,60 to 69,Male,Age,None,CPRD_GOLD
105522.9698630137,2,-26732.844141665562,53469.688283331125,53485.67658450599,Gompertz,Prostate,70 to 79,Male,Age,None,CPRD_GOLD
105522.9698630137,2,-26761.519076293425,53527.03815258685,53543.02645376172,WeibullPH,Prostate,70 to 79,Male,Age,None,CPRD_GOLD
105522.9698630137,1,-26825.40012250813,53652.80024501626,53660.79439560369,Exponential,Prostate,70 to 79,Male,Age,None,CPRD_GOLD
105522.9698630137,2,-26895.331646415292,53794.663292830584,53810.65159400545,Log-logistic,Prostate,70 to 79,Male,Age,None,CPRD_GOLD
105522.9698630137,2,-27188.82021012137,54381.64042024274,54397.628721417605,Log-normal,Prostate,70 to 79,Male,Age,None,CPRD_GOLD
105522.9698630137,3,-26735.47922298037,53476.95844596074,53500.94089772304,Generalised Gamma,Prostate,70 to 79,Male,Age,None,CPRD_GOLD
105522.9698630137,3,-26756.731971989004,53519.46394397801,53543.446395740306,Spline (1 knot),Prostate,70 to 79,Male,Age,None,CPRD_GOLD
105522.9698630137,5,-26715.992706131197,53441.985412262395,53481.95616519956,Spline (3 knots),Prostate,70 to 79,Male,Age,None,CPRD_GOLD
37191.35068493151,2,-17690.763837679704,35385.52767535941,35400.240535515106,Gompertz,Prostate,80 +,Male,Age,None,CPRD_GOLD
37191.35068493151,2,-17699.475299786547,35402.950599573094,35417.66345972879,WeibullPH,Prostate,80 +,Male,Age,None,CPRD_GOLD
37191.35068493151,1,-17699.50163406149,35401.00326812298,35408.359698200824,Exponential,Prostate,80 +,Male,Age,None,CPRD_GOLD
37191.35068493151,2,-17939.246599416732,35882.493198833465,35897.20605898916,Log-logistic,Prostate,80 +,Male,Age,None,CPRD_GOLD
37191.35068493151,2,-18223.87112850104,36451.74225700208,36466.45511715778,Log-normal,Prostate,80 +,Male,Age,None,CPRD_GOLD
37191.35068493151,3,-17676.73704773298,35359.47409546596,35381.5433856995,Generalised Gamma,Prostate,80 +,Male,Age,None,CPRD_GOLD
37191.35068493151,3,-17687.696080528152,35381.392161056305,35403.46145128985,Spline (1 knot),Prostate,80 +,Male,Age,None,CPRD_GOLD
37191.35068493151,5,-17675.093042176726,35360.18608435345,35396.96823474269,Spline (3 knots),Prostate,80 +,Male,Age,None,CPRD_GOLD
184.8986301369863,2,-104.5335196117341,213.0670392234682,217.80593492840225,Gompertz,Stomach,18 to 39,Both,Age,None,CPRD_GOLD
184.8986301369863,2,-107.93050169623679,219.86100339247358,224.59989909740762,WeibullPH,Stomach,18 to 39,Both,Age,None,CPRD_GOLD
184.8986301369863,1,-116.68708694555588,235.37417389111175,237.74362174357879,Exponential,Stomach,18 to 39,Both,Age,None,CPRD_GOLD
184.8986301369863,2,-103.93931136000514,211.87862272001027,216.6175184249443,Log-logistic,Stomach,18 to 39,Both,Age,None,CPRD_GOLD
184.8986301369863,2,-103.24953789320388,210.49907578640776,215.2379714913418,Log-normal,Stomach,18 to 39,Both,Age,None,CPRD_GOLD
184.8986301369863,3,-102.54106510927998,211.08213021855997,218.19047377596104,Generalised Gamma,Stomach,18 to 39,Both,Age,None,CPRD_GOLD
184.8986301369863,3,-101.95016214269417,209.90032428538834,217.0086678427894,Spline (1 knot),Stomach,18 to 39,Both,Age,None,CPRD_GOLD
184.8986301369863,5,-101.4412422623319,212.8824845246638,224.7297237869989,Spline (3 knots),Stomach,18 to 39,Both,Age,None,CPRD_GOLD
410.85753424657537,2,-217.28447065211083,438.56894130422165,445.1953532623052,Gompertz,Stomach,40 to 49,Both,Age,None,CPRD_GOLD
410.85753424657537,2,-249.71191848889632,503.42383697779263,510.0502489358762,WeibullPH,Stomach,40 to 49,Both,Age,None,CPRD_GOLD
410.85753424657537,1,-289.64438990871304,581.2887798174261,584.6019857964678,Exponential,Stomach,40 to 49,Both,Age,None,CPRD_GOLD
410.85753424657537,2,-231.32294614028024,466.6458922805605,473.27230423864404,Log-logistic,Stomach,40 to 49,Both,Age,None,CPRD_GOLD
410.85753424657537,2,-230.31971630492887,464.63943260985775,471.2658445679413,Log-normal,Stomach,40 to 49,Both,Age,None,CPRD_GOLD
410.85753424657537,3,-222.93291595748335,451.8658319149667,461.80544985209207,Generalised Gamma,Stomach,40 to 49,Both,Age,None,CPRD_GOLD
410.85753424657537,3,-221.9230088695293,449.8460177390586,459.785635676184,Spline (1 knot),Stomach,40 to 49,Both,Age,None,CPRD_GOLD
410.85753424657537,5,-215.85184468169138,441.70368936338275,458.2697192585917,Spline (3 knots),Stomach,40 to 49,Both,Age,None,CPRD_GOLD
1166.2438356164384,2,-638.1316453709464,1280.263290741893,1288.6965029440626,Gompertz,Stomach,50 to 59,Both,Age,None,CPRD_GOLD
1166.2438356164384,2,-674.0913437524115,1352.182687504823,1360.6158997069926,WeibullPH,Stomach,50 to 59,Both,Age,None,CPRD_GOLD
1166.2438356164384,1,-773.6651263983553,1549.3302527967105,1553.5468588977953,Exponential,Stomach,50 to 59,Both,Age,None,CPRD_GOLD
1166.2438356164384,2,-641.4474846726106,1286.8949693452212,1295.3281815473908,Log-logistic,Stomach,50 to 59,Both,Age,None,CPRD_GOLD
1166.2438356164384,2,-642.4588227404429,1288.9176454808858,1297.3508576830554,Log-normal,Stomach,50 to 59,Both,Age,None,CPRD_GOLD
1166.2438356164384,3,-640.7665933309567,1287.5331866619133,1300.1830049651678,Generalised Gamma,Stomach,50 to 59,Both,Age,None,CPRD_GOLD
1166.2438356164384,3,-633.4606335080626,1272.9212670161253,1285.5710853193798,Spline (1 knot),Stomach,50 to 59,Both,Age,None,CPRD_GOLD
1166.2438356164384,5,-626.7381704290973,1263.4763408581946,1284.559371363619,Spline (3 knots),Stomach,50 to 59,Both,Age,None,CPRD_GOLD
2478.090410958904,2,-1488.4306038006052,2980.8612076012105,2990.88723918049,Gompertz,Stomach,60 to 69,Both,Age,None,CPRD_GOLD
2478.090410958904,2,-1544.4615825252145,3092.923165050429,3102.9491966297082,WeibullPH,Stomach,60 to 69,Both,Age,None,CPRD_GOLD
2478.090410958904,1,-1755.216662517437,3512.433325034874,3517.4463408245138,Exponential,Stomach,60 to 69,Both,Age,None,CPRD_GOLD
2478.090410958904,2,-1473.275002183495,2950.55000436699,2960.5760359462693,Log-logistic,Stomach,60 to 69,Both,Age,None,CPRD_GOLD
2478.090410958904,2,-1471.6763708695225,2947.352741739045,2957.3787733183244,Log-normal,Stomach,60 to 69,Both,Age,None,CPRD_GOLD
2478.090410958904,3,-1467.6170893122348,2941.2341786244697,2956.2732259933887,Generalised Gamma,Stomach,60 to 69,Both,Age,None,CPRD_GOLD
2478.090410958904,3,-1458.6250221993475,2923.250044398695,2938.289091767614,Spline (1 knot),Stomach,60 to 69,Both,Age,None,CPRD_GOLD
2478.090410958904,5,-1453.9480088133007,2917.8960176266014,2942.9610965747997,Spline (3 knots),Stomach,60 to 69,Both,Age,None,CPRD_GOLD
3925.221917808219,2,-2674.496709824525,5352.99341964905,5364.343583364483,Gompertz,Stomach,70 to 79,Both,Age,None,CPRD_GOLD
3925.221917808219,2,-2783.2290635607656,5570.458127121531,5581.808290836963,WeibullPH,Stomach,70 to 79,Both,Age,None,CPRD_GOLD
3925.221917808219,1,-3130.8894769607123,6263.7789539214245,6269.454035779141,Exponential,Stomach,70 to 79,Both,Age,None,CPRD_GOLD
3925.221917808219,2,-2637.7613242802177,5279.522648560435,5290.8728122758675,Log-logistic,Stomach,70 to 79,Both,Age,None,CPRD_GOLD
3925.221917808219,2,-2630.176083206861,5264.352166413722,5275.702330129155,Log-normal,Stomach,70 to 79,Both,Age,None,CPRD_GOLD
3925.221917808219,3,-2619.6179888257752,5245.2359776515505,5262.261223224699,Generalised Gamma,Stomach,70 to 79,Both,Age,None,CPRD_GOLD
3925.221917808219,3,-2612.3999868386795,5230.799973677359,5247.825219250508,Spline (1 knot),Stomach,70 to 79,Both,Age,None,CPRD_GOLD
3925.221917808219,5,-2606.6284081836416,5223.256816367283,5251.632225655865,Spline (3 knots),Stomach,70 to 79,Both,Age,None,CPRD_GOLD
2168.5835616438358,2,-1838.846747391192,3681.693494782384,3692.8589717602126,Gompertz,Stomach,80 +,Both,Age,None,CPRD_GOLD
2168.5835616438358,2,-1895.2581413219393,3794.5162826438786,3805.6817596217074,WeibullPH,Stomach,80 +,Both,Age,None,CPRD_GOLD
2168.5835616438358,1,-2094.7833350511114,4191.566670102223,4197.149408591137,Exponential,Stomach,80 +,Both,Age,None,CPRD_GOLD
2168.5835616438358,2,-1796.7273892360517,3597.4547784721035,3608.6202554499323,Log-logistic,Stomach,80 +,Both,Age,None,CPRD_GOLD
2168.5835616438358,2,-1794.3468873459926,3592.6937746919853,3603.859251669814,Log-normal,Stomach,80 +,Both,Age,None,CPRD_GOLD
2168.5835616438358,3,-1794.2538876495194,3594.5077752990387,3611.255990765782,Generalised Gamma,Stomach,80 +,Both,Age,None,CPRD_GOLD
2168.5835616438358,3,-1791.1191928272717,3588.2383856545434,3604.9866011212866,Spline (1 knot),Stomach,80 +,Both,Age,None,CPRD_GOLD
2168.5835616438358,5,-1789.7712739517988,3589.5425479035976,3617.4562403481696,Spline (3 knots),Stomach,80 +,Both,Age,None,CPRD_GOLD
